tconst,titleType,startYear,genres,averageRating,numVotes,type
tt0072225,movie,1974,"Action,Crime,Horror",5.8,2556,movie
tt0072226,movie,1974,"Crime,Drama",6.7,21434,movie
tt0072228,movie,1974,"Action,Comedy,Crime",6.6,1188,movie
tt0072231,movie,1974,"Action,Adventure,Drama",7.3,3773,movie
tt0072233,movie,1974,"Adventure,Family",6.4,1215,movie
tt0072235,movie,1974,"Comedy,Drama,Mystery",5.9,6835,movie
tt0072236,movie,1974,"Comedy,Sport",5.1,1452,movie
tt0072239,movie,1974,Horror,6.4,1920,movie
tt0072241,movie,1974,Drama,7,1099,movie
tt0072245,movie,1974,Action,4.7,1551,movie
tt0072248,movie,1974,Drama,7.7,1481,movie
tt0072251,movie,1974,"Action,Crime,Thriller",7.6,39791,movie
tt0072253,movie,1974,"Drama,Romance,Thriller",6.4,2784,movie
tt0072260,movie,1974,"Drama,Thriller",4.7,1245,movie
tt0072263,movie,1974,"Crime,Mystery,Thriller",5.7,3845,movie
tt0072267,movie,1974,"Horror,Sci-Fi,Thriller",5.6,2785,movie
tt0072271,movie,1974,Horror,7.4,202973,movie
tt0072272,movie,1974,"Documentary,Family,Musical",7.8,5619,movie
tt0072274,movie,1974,"Crime,Drama,Romance",6.9,5588,movie
tt0072281,movie,1973,"Action,Adventure,Romance",7.1,21423,movie
tt0072284,movie,1974,"Action,Thriller",6.2,1954,movie
tt0072285,movie,1973,"Action,Crime,Drama",6.4,9207,movie
tt0072288,movie,1974,"Action,Comedy,Crime",7,31676,movie
tt0072305,movie,1974,"Comedy,Western",6.1,1003,movie
tt0072308,movie,1974,"Action,Drama,Thriller",7,51154,movie
tt0072317,movie,1974,"Action,Drama,Music",4.6,1601,movie
tt0072324,movie,1974,"Action,Comedy,Crime",4.9,1042,movie
tt0072325,movie,1974,"Action,Crime,Thriller",6.9,4027,movie
tt0072331,movie,1973,Horror,5,1287,movie
tt0072349,movie,1974,"Crime,Drama,Horror",6.3,1347,movie
tt0072351,movie,1974,"Action,Comedy,Crime",6.6,3046,movie
tt0072353,movie,1974,"Action,Comedy,Crime",7.1,10540,movie
tt0072354,movie,1974,"Drama,Fantasy,Horror",6,4671,movie
tt0072355,movie,1974,"Drama,Horror,Romance",4.3,1829,movie
tt0072362,movie,1974,"Drama,Romance",6.7,1128,movie
tt0072368,movie,1974,Drama,7.3,2846,movie
tt0072400,tvMovie,1974,"Drama,Sci-Fi",6,1587,movie
tt0072401,movie,1974,"Drama,Family,Romance",7.2,1160,movie
tt0072402,movie,1974,"Drama,Family",6.9,3998,movie
tt0072403,movie,1974,"Adventure,Drama,History",7,1034,movie
tt0072409,movie,1974,"Crime,Drama",6.4,1395,movie
tt0072417,movie,1974,"Drama,Romance",8,32011,movie
tt0072419,tvMovie,1974,Fantasy,4.6,1565,movie
tt0072424,tvMovie,1974,"Animation,Comedy,Family",7.7,12741,movie
tt0072431,movie,1974,Comedy,8,177286,movie
tt0072435,movie,1974,"Drama,Western",6.4,1419,movie
tt0072439,movie,1973,"Action,Drama",7,1189,movie
tt0072443,movie,1975,"Biography,Drama",7.9,56066,movie
tt0072446,movie,1975,Drama,7.8,4350,movie
tt0072448,movie,1975,"Action,Adventure,Comedy",6.4,4896,movie
tt0072471,tvSeries,1975,"Crime,Drama,Mystery",6.7,3078,series
tt0072472,tvSeries,1975,"Comedy,Drama",8.3,8083,series
tt0072496,tvSeries,1975,"Crime,Drama,Family",8.3,1741,series
tt0072500,tvSeries,1975,Comedy,8.8,106857,series
tt0072506,tvSeries,1975,"News,Talk-Show",4.4,2198,series
tt0072515,tvSeries,1975,"Adventure,Sci-Fi,Thriller",6.6,1164,series
tt0072516,tvSeries,1975,"Adventure,Family,Fantasy",6.6,1328,series
tt0072519,tvSeries,1975,Comedy,7.5,11564,series
tt0072554,tvSeries,1975,Comedy,6.6,5607,series
tt0072560,tvSeries,1975,"Action,Crime,Drama",6.7,2288,series
tt0072562,tvSeries,1975,"Comedy,Music",8,56297,series
tt0072564,tvSeries,1975,"Adventure,Drama,Sci-Fi",7.3,10154,series
tt0072567,tvSeries,1975,"Action,Crime,Drama",7,11471,series
tt0072572,tvSeries,1975,"Drama,Sci-Fi",8,1562,series
tt0072582,tvSeries,1975,Comedy,7.1,8094,series
tt0072584,tvSeries,1983,"Family,Game-Show",6.7,3962,series
tt0072603,movie,1975,"Crime,Drama",6.8,2028,movie
tt0072608,movie,1975,"Comedy,Crime,Mystery",6,7708,movie
tt0072610,movie,1975,"Adventure,Drama,Family",6.3,1948,movie
tt0072613,movie,1975,"Comedy,Drama,Romance",7.7,5437,movie
tt0072626,movie,1978,"Comedy,Crime,Horror",4.8,1334,movie
tt0072637,movie,1975,"Comedy,Drama",7.9,8474,movie
tt0072648,tvMovie,1975,Drama,7.4,2100,movie
tt0072653,movie,1975,"Comedy,Family,Western",6.4,7005,movie
tt0072662,movie,1975,"Crime,Horror,Thriller",6.4,1465,movie
tt0072665,movie,1975,"Comedy,Musical,Romance",5.3,1498,movie
tt0072666,movie,1971,"Horror,Sci-Fi",2.2,5416,movie
tt0072684,movie,1975,"Adventure,Drama,War",8.1,197688,movie
tt0072685,movie,1975,"Documentary,History",8.1,1758,movie
tt0072705,movie,1975,"Action,Adventure,Drama",6.6,6377,movie
tt0072709,movie,1975,"Fantasy,Horror,Mystery",6.1,6502,movie
tt0072725,movie,1974,"Comedy,Western",6.3,3244,movie
tt0072730,movie,1975,"Comedy,Drama,Sci-Fi",6.4,20421,movie
tt0072732,movie,1975,"Action,Comedy,Crime",6.1,6968,movie
tt0072735,movie,1975,"Drama,Mystery,Western",6.7,9960,movie
tt0072737,movie,1975,"Action,Adventure,Drama",6.1,5015,movie
tt0072747,movie,1975,"Action,Crime,Drama",6.1,1865,movie
tt0072750,movie,1975,"Horror,Mystery,Sci-Fi",5.2,2804,movie
tt0072752,movie,1975,"Drama,Fantasy,Horror",5.7,5854,movie
tt0072761,movie,1975,"Biography,Crime,Drama",5.7,3405,movie
tt0072764,movie,1975,Comedy,5.6,3172,movie
tt0072777,movie,1976,"Comedy,Romance",8.3,4859,movie
tt0072783,movie,1975,"Comedy,Drama,Romance",8.3,13707,movie
tt0072791,movie,1975,Action,5.6,1282,movie
tt0072812,movie,1975,"Crime,Drama,Mystery",6.5,1139,movie
tt0072813,movie,1976,Horror,6.3,1498,movie
tt0072814,movie,1975,Comedy,4.4,1061,movie
tt0072820,movie,1975,"Comedy,Drama,Romance",7.1,6018,movie
tt0072822,movie,1975,"Drama,Sport",6.9,1139,movie
tt0072824,tvMovie,1975,"Adventure,Drama,History",6.9,6228,movie
tt0072825,movie,1975,Comedy,6.2,1387,movie
tt0072826,movie,1975,"Comedy,Romance",6.7,1903,movie
tt0072829,movie,1975,"Action,Comedy,Crime",5.4,1158,movie
tt0072831,movie,1975,"Horror,Thriller",5.3,1401,movie
tt0072848,movie,1975,"Drama,Thriller",6.9,6818,movie
tt0072852,tvMovie,1975,"Action,Drama,Thriller",6.7,1252,movie
tt0072855,movie,1976,"Action,Crime,Drama",5.6,1079,movie
tt0072856,movie,1975,"Action,Comedy,Sci-Fi",6.2,33147,movie
tt0072860,movie,1975,"Action,Crime,Drama",8,12651,movie
tt0072867,movie,1975,Horror,4.2,1596,movie
tt0072869,movie,1975,Horror,5.1,5483,movie
tt0072884,movie,1970,Comedy,6.2,1830,movie
tt0072886,movie,1975,"Action,Adventure,Comedy",5.4,2370,movie
tt0072890,movie,1975,"Biography,Crime,Drama",8,285642,movie
tt0072895,movie,1975,"Action,Comedy,Crime",5.7,7179,movie
tt0072901,movie,1976,"Adventure,Animation,Comedy",7.7,20664,movie
tt0072912,movie,1975,"Crime,Drama,Mystery",6.5,6777,movie
tt0072913,movie,1976,"Action,Drama,Fantasy",7.3,5074,movie
tt0072926,movie,1975,"Action,Crime,Thriller",6.4,24024,movie
tt0072930,movie,1975,Drama,4.6,1957,movie
tt0072931,movie,1973,"Comedy,Family",7.2,3049,movie
tt0072933,movie,1975,"Drama,Romance",4.8,4072,movie
tt0072934,movie,1973,Comedy,7,3925,movie
tt0072951,movie,1975,"Adventure,Family,Fantasy",6.3,12063,movie
tt0072960,movie,1976,"Horror,Thriller",5.4,1536,movie
tt0072962,movie,1973,Documentary,7.7,19328,movie
tt0072973,movie,1975,"Crime,Drama,Mystery",7,10501,movie
tt0072976,movie,1975,"Crime,Drama,Romance",7.6,7362,movie
tt0072979,movie,1974,"Comedy,Crime",7.1,11440,movie
tt0072991,movie,1974,"Action,Drama",6.6,1542,movie
tt0072996,movie,1975,"Crime,Drama,Thriller",6.9,3321,movie
tt0073000,movie,1975,"Animation,Comedy,Family",8.4,14941,movie
tt0073008,movie,1975,"Comedy,Crime,Romance",5.7,3367,movie
tt0073012,movie,1974,"Action,Adventure,Romance",6.9,12540,movie
tt0073017,movie,1976,"Crime,Drama,Horror",4.4,1680,movie
tt0073018,movie,1975,"Action,Crime,Drama",6.7,22683,movie
tt0073019,movie,1975,Action,6,2885,movie
tt0073026,movie,1975,"Biography,Comedy,Drama",6.2,6190,movie
tt0073028,movie,1975,Drama,7.4,1001,movie
tt0073036,movie,1975,"Comedy,Western",6.2,6202,movie
tt0073042,movie,1975,"Horror,Thriller",5.3,2019,movie
tt0073043,movie,1975,"Horror,Sci-Fi",3.3,4933,movie
tt0073051,movie,1975,"Action,Crime,Drama",6.4,1061,movie
tt0073052,movie,1976,Comedy,7.9,1621,movie
tt0073075,movie,1975,"Adventure,Drama",6.7,7204,movie
tt0073076,movie,1975,"Comedy,Documentary,Drama",7.5,16355,movie
tt0073092,movie,1975,"Crime,Drama,Sport",7.2,13190,movie
tt0073096,movie,1975,"Comedy,Western",6.5,1880,movie
tt0073104,movie,1976,"Action,Comedy,Crime",6.6,1196,movie
tt0073107,movie,1975,"Drama,Romance",7,2275,movie
tt0073109,movie,1975,"Biography,Drama,History",7.3,2559,movie
tt0073113,movie,1975,"Adventure,Drama,History",6.3,6995,movie
tt0073114,movie,1975,"Biography,Drama,History",7.2,9599,movie
tt0073115,movie,1975,Drama,5.3,7380,movie
tt0073133,movie,1975,"Crime,Drama,Mystery",6.2,3148,movie
tt0073152,movie,1976,Drama,7.6,6977,movie
tt0073155,movie,1975,"Drama,Romance",7,5083,movie
tt0073163,movie,1975,"Comedy,Crime",6.4,2028,movie
tt0073166,movie,1975,"Drama,Fantasy,Romance",6.1,2824,movie
tt0073168,movie,1975,"Action,Sci-Fi",6.3,2382,movie
tt0073169,movie,1975,"Crime,Thriller",6.8,2569,movie
tt0073170,movie,1975,Comedy,4.8,1020,movie
tt0073172,movie,1975,"Comedy,Drama",6.3,2706,movie
tt0073179,tvMovie,1976,"Comedy,Drama,Romance",8,14456,movie
tt0073195,movie,1975,"Adventure,Horror,Thriller",8.1,717112,movie
tt0073196,movie,1976,Drama,5.9,2525,movie
tt0073198,movie,1975,Drama,7.5,16648,movie
tt0073207,movie,1975,"Action,Crime",7.1,2117,movie
tt0073219,movie,1976,"Crime,Drama,History",7.3,2538,movie
tt0073221,movie,1971,"Crime,Drama",7.2,2433,movie
tt0073227,movie,1974,"Comedy,Family,Fantasy",5.8,2323,movie
tt0073233,movie,1975,Drama,6.7,2860,movie
tt0073234,movie,1975,"Action,Crime",7.2,1055,movie
tt0073240,movie,1975,"Action,Crime,Thriller",6,7906,movie
tt0073260,movie,1974,"Adventure,Fantasy,Sci-Fi",5.6,7787,movie
tt0073273,tvMovie,1975,"Drama,History,Mystery",7.4,2144,movie
tt0073275,movie,1975,Horror,5.6,1016,movie
tt0073282,movie,1975,"Action,Comedy,Crime",6.7,3522,movie
tt0073298,movie,1975,"Biography,Comedy,Music",6.1,3322,movie
tt0073310,tvMovie,1975,"Comedy,Drama,Romance",7.7,1266,movie
tt0073312,movie,1975,"Comedy,War",7.6,42937,movie
tt0073317,movie,1975,"Comedy,Crime,Drama",5.2,1462,movie
tt0073324,movie,1975,"Horror,Thriller",5.9,2335,movie
tt0073327,movie,1975,"Horror,Mystery,Thriller",5.8,2194,movie
tt0073335,movie,1975,"Drama,Romance",6.2,2435,movie
tt0073341,movie,1975,"Adventure,Drama,War",7.7,54438,movie
tt0073343,movie,1975,"Action,Adventure,Crime",6.5,2066,movie
tt0073345,movie,1975,"Drama,War",7,1743,movie
tt0073349,movie,1975,"Drama,History,Romance",6.5,4545,movie
tt0073363,movie,1975,"Drama,Mystery",7.8,3018,movie
tt0073373,movie,1975,"Action,Adventure,Family",6.1,6342,movie
tt0073391,movie,1975,"Drama,Family,Musical",7.4,1521,movie
tt0073396,movie,1975,"Action,Crime,Drama",2.8,5063,movie
tt0073406,movie,1975,"Action,Comedy,Crime",6.5,1972,movie
tt0073424,movie,1975,Drama,7.5,2401,movie
tt0073438,tvMovie,1975,"Biography,Comedy,Drama",7.9,2042,movie
tt0073440,movie,1975,"Comedy,Drama,Music",7.6,30519,movie
tt0073442,movie,1975,"Comedy,Drama,Musical",7.7,2501,movie
tt0073449,tvMovie,1975,"Action,Adventure,Fantasy",7.1,1122,movie
tt0073453,movie,1975,"Crime,Drama,Mystery",7.1,20385,movie
tt0073461,movie,1975,Horror,5.7,2357,movie
tt0073470,movie,1975,"Horror,Mystery,Thriller",5.6,3580,movie
tt0073471,movie,1975,"Documentary,Drama",6.2,1112,movie
tt0073482,movie,1975,"Comedy,Crime,Family",7.2,2323,movie
tt0073486,movie,1975,Drama,8.7,1132026,movie
tt0073488,movie,1975,"Drama,War",7.7,3494,movie
tt0073496,movie,1975,"Biography,Drama,Romance",6.4,1418,movie
tt0073502,movie,1975,"Drama,History,War",7.1,3645,movie
tt0073526,movie,1975,"Comedy,Crime,Mystery",5.6,1008,movie
tt0073535,movie,1975,"Action,Crime,Drama",6.9,4737,movie
tt0073540,movie,1975,"Drama,Mystery",7.4,44368,movie
tt0073541,movie,1975,"Action,Comedy,Crime",6.4,3817,movie
tt0073559,movie,1975,"Drama,Western",6.5,2671,movie
tt0073570,tvMovie,1976,"Adventure,Family,Fantasy",7.5,2502,movie
tt0073580,movie,1975,"Drama,Thriller",7.4,28109,movie
tt0073582,movie,1975,"Horror,Mystery,Thriller",7.5,45978,movie
tt0073586,movie,1975,"Horror,Thriller",5.5,1095,movie
tt0073589,movie,1975,"Adult,Drama",6.2,2017,movie
tt0073594,movie,1975,"Drama,Fantasy,Western",6.3,3217,movie
tt0073600,movie,1975,"Action,Drama,Horror",6.6,7973,movie
tt0073605,movie,1975,"Comedy,Romance,Western",6.3,2323,movie
tt0073609,movie,1976,Horror,4.1,1122,movie
tt0073615,movie,1975,"Mystery,Thriller",6.4,2490,movie
tt0073620,movie,1975,"Action,Crime,Drama",6.7,1381,movie
tt0073623,movie,1974,"Action,Crime,Drama",6.3,2454,movie
tt0073626,movie,1973,"Crime,Drama,Thriller",6.9,2610,movie
tt0073629,movie,1975,"Comedy,Horror,Musical",7.4,177470,movie
tt0073631,movie,1975,"Action,Sci-Fi,Sport",6.5,31439,movie
tt0073634,movie,1975,"Comedy,Drama,Romance",6,1573,movie
tt0073636,movie,1975,"Adventure,Drama,Western",6.8,14078,movie
tt0073637,movie,1975,"Action,Adventure,Drama",5.2,1149,movie
tt0073639,movie,1975,"Adventure,Comedy,History",6.3,2375,movie
tt0073640,tvMovie,1976,"Adventure,Animation,Comedy",6.6,4884,movie
tt0073650,movie,1975,Drama,5.8,70665,movie
tt0073662,tvMovie,1975,"Drama,Horror,Mystery",5.9,1592,movie
tt0073663,movie,1975,"Adventure,Comedy,Drama",6.5,2281,movie
tt0073679,movie,1975,"Drama,History,Thriller",7.6,1798,movie
tt0073691,movie,1975,"Adventure,Animation,Comedy",5,1501,movie
tt0073692,movie,1975,"Comedy,Drama",6.4,15337,movie
tt0073694,movie,1976,"Action,Drama",6.1,2180,movie
tt0073697,movie,1975,"Action,Crime,Drama",5.7,2108,movie
tt0073705,movie,1975,"Horror,Sci-Fi",6.3,25243,movie
tt0073707,movie,1975,"Action,Adventure,Comedy",8.1,61481,movie
tt0073714,movie,1974,"Action,Crime",6.4,1730,movie
tt0073720,movie,1975,"Comedy,Family",6.2,1355,movie
tt0073722,movie,1975,Comedy,7.1,2729,movie
tt0073726,movie,1976,"Action,Adventure,Comedy",6.2,2224,movie
tt0073743,tvMovie,1976,Drama,7.9,1358,movie
tt0073747,movie,1975,"Horror,Mystery,Sci-Fi",6.9,21005,movie
tt0073755,movie,1974,"Action,Crime,Drama",6,1605,movie
tt0073756,movie,1974,"Action,Crime,Thriller",6.9,6004,movie
tt0073760,movie,1975,"Comedy,Family,Sci-Fi",5.9,3991,movie
tt0073765,movie,1975,Drama,6.9,1026,movie
tt0073766,movie,1975,Comedy,7.1,7127,movie
tt0073768,movie,1975,"Comedy,Thriller",5.9,5687,movie
tt0073778,movie,1975,"Action,Crime,Drama",6.5,4662,movie
tt0073781,movie,1976,"Drama,Musical,Romance",7.3,1988,movie
tt0073784,movie,1975,"Adventure,Drama,Western",5.7,1615,movie
tt0073796,movie,1974,"Crime,Drama,Thriller",5.6,2651,movie
tt0073800,movie,1975,"Drama,History,Music",7.8,4652,movie
tt0073802,movie,1975,"Crime,Mystery,Thriller",7.4,67649,movie
tt0073812,movie,1975,"Drama,Musical",6.6,23912,movie
tt0073817,movie,1974,"Adventure,Comedy,Drama",7.5,7279,movie
tt0073820,tvMovie,1975,"Horror,Thriller",6.5,9411,movie
tt0073822,tvMovie,1975,"Comedy,Fantasy,Music",7.4,5593,movie
tt0073835,movie,1975,"Action,Sci-Fi",5.6,2402,movie
tt0073836,movie,1975,"Horror,Thriller",6.1,3798,movie
tt0073841,movie,1975,"Drama,Fantasy,Horror",7.3,1235,movie
tt0073858,movie,1975,"Crime,Drama",7.3,5230,movie
tt0073864,movie,1975,"Drama,Thriller,War",7.5,5348,movie
tt0073878,movie,1975,Comedy,5.9,1124,movie
tt0073880,movie,1975,"Action,Biography,Crime",6,1626,movie
tt0073896,movie,1975,"Action,Crime,Drama",6.1,2510,movie
tt0073901,movie,1975,"Action,Adventure,Drama",6.4,2548,movie
tt0073906,movie,1975,"Action,Adventure,Drama",6.8,10818,movie
tt0073915,movie,1975,"Comedy,Drama",6.7,2121,movie
tt0073918,movie,1974,"Action,Crime,Drama",7.2,11256,movie
tt0073927,tvMovie,1975,Comedy,7.4,1921,movie
tt0073946,movie,1975,Comedy,6.1,1214,movie
tt0073948,movie,1975,Drama,7.2,1628,movie
tt0073955,tvSeries,1976,Comedy,6.9,6062,series
tt0073961,tvSeries,1976,"Action,Adventure,Drama",7.7,3745,series
tt0073965,tvSeries,1976,"Action,Adventure,Drama",6.7,8881,series
tt0073972,tvSeries,1976,"Action,Adventure,Crime",6.6,15512,series
tt0073990,tvSeries,1976,Comedy,8,2357,series
tt0073991,tvSeries,1976,Game-Show,7.1,2572,series
tt0073992,tvSeries,1976,"Drama,Family",7.7,2249,series
tt0073995,tvSeries,1976,Comedy,7.2,1877,series
tt0074002,tvSeries,1976,"Adventure,Animation,Drama",7.3,1094,series
tt0074006,tvMiniSeries,1976,"Biography,Drama,History",8.8,21396,series
tt0074007,tvSeries,1976,"Documentary,Drama,Fantasy",8.4,1211,series
tt0074016,tvSeries,1976,"Comedy,Family",7,9476,series
tt0074021,tvSeries,1976,"Comedy,Romance",7.9,1610,series
tt0074028,tvSeries,1976,"Comedy,Family,Musical",8.4,27292,series
tt0074031,tvSeries,1976,"Action,Mystery,Thriller",7.2,2796,series
tt0074035,tvSeries,1971,"Adventure,Drama,Romance",7.6,1221,series
tt0074036,tvSeries,1976,Comedy,7.6,6317,series
tt0074039,tvSeries,1976,War,8.5,1565,series
tt0074042,tvSeries,1976,"Crime,Drama,Mystery",7.3,7967,series
tt0074048,tvMiniSeries,1976,Drama,8.2,3699,series
tt0074050,tvMiniSeries,1976,"Action,Adventure,Drama",7.4,1746,series
tt0074053,tvSeries,1976,"Adventure,Animation,Comedy",7.6,3886,series
tt0074062,tvSeries,1976,"Animation,Comedy,Family",7.3,5858,series
tt0074071,tvSeries,1976,Comedy,7.1,4562,series
tt0074074,tvSeries,1975,"Action,Adventure,Fantasy",7,11016,series
tt0074080,movie,1973,"Action,Adventure,Drama",5.4,1574,movie
tt0074083,movie,1976,"Action,Crime,Drama",6.3,1190,movie
tt0074084,movie,1976,"Drama,History",7.6,28548,movie
tt0074085,tvMovie,1976,"Drama,History,Sport",6.3,1330,movie
tt0074102,movie,1976,"Drama,Romance",6.6,24467,movie
tt0074103,movie,1976,Comedy,7.2,13219,movie
tt0074113,movie,1976,"Adult,Comedy,Fantasy",6.2,3307,movie
tt0074114,movie,1977,"Drama,Fantasy,Mystery",6.6,1429,movie
tt0074119,movie,1976,"Drama,History,Thriller",7.9,133684,movie
tt0074121,movie,1976,"Animation,Comedy,Fantasy",7.4,3377,movie
tt0074123,movie,1976,"Action,Crime,Thriller",6.5,2703,movie
tt0074147,movie,1976,"Drama,Fantasy",7.5,6499,movie
tt0074148,movie,1976,"Action,Adventure,Fantasy",2.6,2193,movie
tt0074152,movie,1976,"Comedy,Drama",7.6,6791,movie
tt0074156,movie,1976,"Action,Crime,Thriller",7.3,59365,movie
tt0074157,movie,1976,"Adventure,Fantasy,Sci-Fi",5.1,5929,movie
tt0074161,movie,1977,"Drama,War",7.7,1110,movie
tt0074168,movie,1978,"Crime,Drama,Musical",7.1,1037,movie
tt0074174,movie,1976,"Comedy,Drama,Family",7.3,26734,movie
tt0074187,movie,1976,"Documentary,History",8.2,1393,movie
tt0074205,movie,1976,"Action,Comedy",5.7,3954,movie
tt0074207,movie,1976,"Comedy,Sport",6.8,2488,movie
tt0074213,movie,1976,"Action,Crime",4.7,1096,movie
tt0074214,movie,1976,"Action,Comedy,Crime",4.7,1059,movie
tt0074220,movie,1976,Drama,6.6,2341,movie
tt0074225,movie,1976,"Adventure,Drama,Family",5.4,1337,movie
tt0074226,movie,1977,"Horror,Thriller",5.9,3466,movie
tt0074228,movie,1976,"Crime,Drama,Romance",5.4,1535,movie
tt0074235,movie,1976,"Biography,Drama,Music",7.2,5901,movie
tt0074236,tvMovie,1976,"Drama,Romance",5.8,5905,movie
tt0074251,movie,1976,"Comedy,Thriller",7.4,1730,movie
tt0074252,movie,1976,"Comedy,Drama",7.7,9570,movie
tt0074254,movie,1976,"Comedy,Drama,Western",6.1,5690,movie
tt0074256,movie,1976,"Comedy,Crime,Family",6.8,20505,movie
tt0074258,movie,1976,"Horror,Mystery,Thriller",6.4,14634,movie
tt0074260,movie,1977,Music,1.5,3015,movie
tt0074262,movie,1976,"Crime,Mystery,Thriller",7.3,3017,movie
tt0074279,movie,1976,"Action,Comedy,Crime",5.5,5626,movie
tt0074281,movie,1976,"Comedy,Drama,Romance",6.2,8879,movie
tt0074285,movie,1976,"Horror,Mystery",7.4,221682,movie
tt0074286,movie,1976,"Comedy,War",4,2356,movie
tt0074287,movie,1976,"Horror,Mystery,Thriller",7,6602,movie
tt0074291,movie,1976,"Biography,Drama,History",7,9248,movie
tt0074292,movie,1976,"Drama,Thriller",6.3,10729,movie
tt0074301,tvMovie,1976,"Crime,Drama",7,1101,movie
tt0074312,movie,1976,"Drama,Thriller",7.2,4990,movie
tt0074342,movie,1976,"Crime,Drama,Mystery",5.3,1102,movie
tt0074343,movie,1976,Comedy,4.5,1267,movie
tt0074348,movie,1976,"Crime,Drama,Mystery",6.6,2662,movie
tt0074356,movie,1976,"Drama,Horror,Mystery",5.1,1863,movie
tt0074360,movie,1976,Drama,7.9,12000,movie
tt0074369,tvSeries,1976,"Comedy,Drama",8.7,1715,series
tt0074390,movie,1979,Horror,3.6,1107,movie
tt0074400,movie,1976,"Drama,History,War",7.5,2860,movie
tt0074404,movie,1976,Drama,6.8,1416,movie
tt0074408,movie,1976,"Crime,Drama,Horror",5.3,2027,movie
tt0074412,movie,1979,"Action,Crime,Drama",5.2,1898,movie
tt0074419,movie,1977,"Horror,Thriller",4.8,1150,movie
tt0074422,movie,1976,"Comedy,Drama",6.8,1645,movie
tt0074423,movie,1975,"Comedy,Crime,Mystery",6.5,1459,movie
tt0074434,movie,1976,"Horror,Mystery",3.7,2317,movie
tt0074437,movie,1976,"Action,Drama",5.5,1172,movie
tt0074441,movie,1976,"Comedy,Western",5.7,2103,movie
tt0074442,movie,1977,"Action,Adventure,Comedy",7.1,13777,movie
tt0074443,movie,1976,"Drama,Fantasy,Mystery",6.9,1974,movie
tt0074447,movie,1977,"Drama,Romance,War",7.7,1721,movie
tt0074452,movie,1976,"Adventure,Drama,Thriller",6.9,26357,movie
tt0074454,movie,1976,"Action,Comedy,Romance",5.4,1127,movie
tt0074455,movie,1976,"Horror,Thriller",5.5,9500,movie
tt0074462,tvMovie,1974,"Biography,Drama,History",8.1,3523,movie
tt0074473,movie,1977,"Adult,Drama,Horror",5.2,2134,movie
tt0074475,movie,1976,"Horror,Sci-Fi",5.1,1897,movie
tt0074478,movie,1976,Drama,4.4,1408,movie
tt0074483,movie,1976,"Action,Crime,Thriller",6.7,51961,movie
tt0074486,movie,1977,"Fantasy,Horror",7.2,139588,movie
tt0074487,movie,1976,Drama,6.9,1087,movie
tt0074494,movie,1976,"Action,Crime,Drama",5.3,1063,movie
tt0074510,movie,1977,"Drama,Horror,Thriller",6.4,1034,movie
tt0074512,movie,1976,"Comedy,Crime,Drama",6.8,26403,movie
tt0074515,movie,1976,"Drama,Romance,War",7,1544,movie
tt0074520,movie,1976,Comedy,7.3,2413,movie
tt0074524,movie,1976,Comedy,6.4,1627,movie
tt0074533,movie,1976,"Comedy,Musical",5.3,1059,movie
tt0074539,movie,1975,"Animation,Comedy,Family",5.9,1590,movie
tt0074540,movie,1976,"Adventure,Horror,Sci-Fi",4.6,5212,movie
tt0074553,movie,1976,"Drama,Romance,Western",6.5,3414,movie
tt0074554,movie,1976,Drama,7.3,10081,movie
tt0074559,movie,1976,"Sci-Fi,Thriller",5.7,12614,movie
tt0074564,movie,1976,"Action,Crime,Drama",5.8,5391,movie
tt0074565,movie,1974,"Drama,Family",7.8,3151,movie
tt0074569,movie,1977,"Horror,War",4.4,1738,movie
tt0074575,movie,1976,"Drama,Western",5,1810,movie
tt0074586,movie,1976,"Action,Crime,Drama",7.1,1743,movie
tt0074588,movie,1976,"Comedy,Western",6.1,1849,movie
tt0074593,movie,1976,"Adventure,Horror,Thriller",5.2,6528,movie
tt0074597,movie,1976,Comedy,6.2,4709,movie
tt0074599,movie,1976,"Comedy,Family,Sport",5.7,2319,movie
tt0074605,movie,1976,Documentary,8.2,7168,movie
tt0074608,movie,1976,"Comedy,Crime",5.4,1291,movie
tt0074611,movie,1977,"Drama,Horror,Mystery",6.2,3372,movie
tt0074621,tvMiniSeries,1976,"Crime,Drama,Thriller",7.4,4016,series
tt0074626,movie,1976,Drama,6.8,7017,movie
tt0074633,movie,1976,"Comedy,Thriller",5.8,1741,movie
tt0074650,tvMovie,1976,Documentary,6.3,1394,movie
tt0074653,movie,1976,"Action,Comedy,Drama",6,2104,movie
tt0074664,tvMovie,1976,Drama,7.6,1571,movie
tt0074670,movie,1976,"Horror,Thriller",5,3219,movie
tt0074686,movie,1976,"Drama,Romance",7.4,4680,movie
tt0074691,movie,1976,"Crime,Drama,Horror",7.1,1307,movie
tt0074695,movie,1977,"Drama,War",7.4,30883,movie
tt0074701,movie,1976,"Horror,Sci-Fi",6.6,1012,movie
tt0074703,movie,1976,"Action,Horror,Thriller",6,1603,movie
tt0074705,movie,1974,"Adventure,Animation,Family",7.2,1108,movie
tt0074706,movie,1976,"Action,Crime,Drama",6.1,1568,movie
tt0074710,movie,1975,Drama,8.3,1928,movie
tt0074718,movie,1976,Drama,7.5,1279,movie
tt0074720,movie,1976,"Comedy,Drama",7.4,6946,movie
tt0074730,movie,1976,"Drama,Romance",7.1,2617,movie
