tconst,titleType,type,startYear,genres,genre_family,averageRating,numVotes
tt0000574,movie,movie,1906,"Action,Adventure,Biography",Gemixt,6,1023
tt0002130,movie,movie,1911,"Adventure,Drama,Fantasy",Gemixt,7,3909
tt0002423,movie,movie,1919,"Biography,Drama,Romance",Gemixt,6.6,1096
tt0002844,movie,movie,1913,"Crime,Drama",Heavy,6.9,2666
tt0003014,movie,movie,1913,Drama,Heavy,7,1556
tt0003037,movie,movie,1913,"Crime,Drama",Heavy,6.9,1812
tt0003165,movie,movie,1913,"Crime,Drama,Mystery",Heavy,6.9,1442
tt0003419,movie,movie,1913,"Drama,Fantasy,Horror",Gemixt,6.4,2604
tt0003643,movie,movie,1914,"Crime,Drama,Horror",Heavy,6.4,1546
tt0003740,movie,movie,1914,"Adventure,Drama,History",Gemixt,7.1,4235
tt0003772,movie,movie,1914,"Drama,Fantasy",Gemixt,6,1127
tt0003930,movie,movie,1914,"Crime,Drama",Heavy,6.8,1529
tt0003952,movie,movie,1914,"Crime,Drama",Heavy,6.7,1296
tt0004026,movie,movie,1914,Horror,NA,6.7,1301
tt0004181,movie,movie,1914,Drama,Heavy,6.2,1513
tt0004465,movie,movie,1914,"Action,Adventure,Drama",Gemixt,6.3,1111
tt0004635,movie,movie,1914,"Action,Drama,Romance",Gemixt,5.7,1123
tt0004707,movie,movie,1914,Comedy,Escapist,6.2,3860
tt0004972,movie,movie,1915,"Drama,War",Heavy,6.1,27782
tt0005060,movie,movie,1915,"Drama,Musical",Heavy,6.3,1158
tt0005078,movie,movie,1915,"Drama,Romance",Gemixt,6.5,2974
tt0005339,movie,movie,1915,Drama,Heavy,5.7,1133
tt0005916,movie,movie,1915,"Drama,Horror",Heavy,6.8,1105
tt0005960,movie,movie,1915,"Biography,Crime,Drama",Heavy,6.8,1529
tt0006206,movie,movie,1915,"Action,Adventure,Crime",Gemixt,7.3,5756
tt0006333,movie,movie,1916,"Action,Adventure,Sci-Fi",Escapist,6.1,2171
tt0006780,movie,movie,1916,"Drama,Romance,Western",Gemixt,6.7,1152
tt0006864,movie,movie,1916,"Drama,History",Heavy,7.7,17618
tt0006886,movie,movie,1916,"Adventure,Crime",Gemixt,7.2,1207
tt0008443,movie,movie,1917,"Comedy,Drama,Family",Gemixt,6.7,1632
tt0008663,movie,movie,1917,"Drama,War",Heavy,7.3,2512
tt0008879,movie,movie,1918,Drama,Heavy,7.1,2249
tt0008891,movie,movie,1918,"Family,Fantasy",Escapist,6.9,1096
tt0009150,movie,movie,1918,"Drama,Romance,War",Gemixt,6.5,1159
tt0009369,movie,movie,1918,"Comedy,Drama",Gemixt,6.1,1210
tt0009652,movie,movie,1918,Drama,Heavy,6.9,1655
tt0009878,movie,movie,1919,"Crime,Drama,History",Heavy,7,1650
tt0009892,movie,movie,1919,"Drama,History,Romance",Gemixt,5.5,1280
tt0009893,movie,movie,1919,Comedy,Escapist,7.1,2344
tt0009900,movie,movie,1919,"Adventure,Drama,Romance",Gemixt,6.2,1007
tt0009937,movie,movie,1919,"Drama,Romance",Gemixt,6.9,1782
tt0009968,movie,movie,1919,"Drama,Romance",Gemixt,7.2,11595
tt0010040,movie,movie,1919,"Comedy,Drama,Musical",Gemixt,6.6,1510
tt0010071,movie,movie,1919,Comedy,Escapist,6.5,1312
tt0010247,movie,movie,1919,"Drama,History",Heavy,7.1,1658
tt0010267,movie,movie,1919,Comedy,Escapist,6.7,1070
tt0010281,movie,movie,1918,"Comedy,Romance",Escapist,6.8,1780
tt0010307,movie,movie,1919,"Drama,Horror,War",Heavy,7.7,2302
tt0010323,movie,movie,1920,"Horror,Mystery,Thriller",Heavy,8,74364
tt0010418,movie,movie,1919,"Adventure,Drama",Gemixt,7,2047
tt0010598,movie,movie,1919,Drama,Heavy,6.6,1135
tt0010600,movie,movie,1919,"Comedy,Fantasy,Sci-Fi",Escapist,7.4,2588
tt0010726,movie,movie,1919,"Adventure,Drama,Western",Gemixt,6.5,1579
tt0010806,movie,movie,1919,"Comedy,Drama,Romance",Gemixt,6.9,2104
tt0010879,movie,movie,1919,"Action,Comedy,Romance",Escapist,6.8,1037
tt0011000,movie,movie,1920,Drama,Heavy,6.6,1427
tt0011130,movie,movie,1920,"Drama,Horror,Sci-Fi",Heavy,6.9,6486
tt0011157,movie,movie,1920,"Comedy,Romance",Escapist,6.4,1114
tt0011221,movie,movie,1920,"Fantasy,Horror,Romance",Escapist,5.9,1234
tt0011237,movie,movie,1920,"Fantasy,Horror",Escapist,7.2,9221
tt0011387,movie,movie,1920,"Action,Adventure,Drama",Gemixt,6.7,1535
tt0011439,movie,movie,1920,"Adventure,Drama,Romance",Gemixt,7,2985
tt0011565,movie,movie,1920,"Crime,Drama,Horror",Heavy,7.3,2814
tt0011607,movie,movie,1920,"Comedy,Drama,Horror",Gemixt,7.1,1623
tt0011652,movie,movie,1920,"Comedy,Drama,Romance",Gemixt,6.1,1890
tt0011723,movie,movie,1920,Adventure,Escapist,6.1,1201
tt0011841,movie,movie,1920,"Drama,Romance",Gemixt,7.3,6192
tt0011865,movie,movie,1920,"Comedy,Drama",Gemixt,6.7,1550
tt0011870,movie,movie,1920,"Drama,Romance",Gemixt,6.4,3936
tt0011904,movie,movie,1921,"Crime,Drama,Mystery",Heavy,6.8,1428
tt0011909,movie,movie,1921,"Comedy,Drama",Gemixt,6.6,1411
tt0011960,movie,movie,1921,"Comedy,Drama,Romance",Gemixt,6.8,1419
tt0012027,movie,movie,1921,"Drama,Romance",Gemixt,6.5,1111
tt0012190,movie,movie,1921,"Drama,Romance,War",Gemixt,7.1,3762
tt0012349,movie,movie,1921,"Comedy,Drama,Family",Gemixt,8.2,143081
tt0012364,movie,movie,1921,"Drama,Fantasy,Horror",Gemixt,8,15266
tt0012494,movie,movie,1921,"Drama,Fantasy,Horror",Gemixt,7.6,7148
tt0012532,movie,movie,1921,"Drama,History,Romance",Gemixt,7.3,5686
tt0012642,movie,movie,1921,"Action,Adventure,Comedy",Escapist,6.8,1350
tt0012651,movie,movie,1921,"Crime,Drama,Horror",Heavy,6.1,2207
tt0012675,movie,movie,1921,"Adventure,Drama,Romance",Gemixt,6.2,3855
tt0012752,movie,movie,1921,"Action,Adventure,Family",Escapist,6.9,1235
tt0012763,movie,movie,1921,Drama,Heavy,7.1,2014
tt0012938,movie,movie,1922,"Drama,Romance",Gemixt,6.7,2453
tt0012952,movie,movie,1922,"Drama,Romance,Sport",Gemixt,6.3,1623
tt0013075,movie,movie,1922,"Comedy,Romance",Escapist,7.1,1767
tt0013086,movie,movie,1922,"Crime,Mystery,Thriller",Heavy,7.8,9721
tt0013140,movie,movie,1922,"Drama,Thriller",Heavy,7,4286
tt0013201,movie,movie,1922,"Comedy,Family",Escapist,7,2168
tt0013257,movie,movie,1922,"Documentary,Fantasy,Horror",Gemixt,7.6,18387
tt0013427,movie,movie,1922,Documentary,Heavy,7.6,14125
tt0013442,movie,movie,1922,"Fantasy,Horror",Escapist,7.8,120568
tt0013496,movie,movie,1922,"Drama,Romance",Gemixt,6.7,2062
tt0013556,movie,movie,1922,"Adventure,Family,Romance",Escapist,7,2621
tt0013571,movie,movie,1922,"Biography,Drama,History",Heavy,6.6,1334
tt0013579,movie,movie,1923,"Drama,Fantasy,Horror",Gemixt,6.6,1196
tt0013750,movie,movie,1922,"Drama,Romance",Gemixt,6.6,1162
tt0013933,movie,movie,1923,"Drama,Romance",Gemixt,7.4,1560
tt0014029,movie,movie,1923,"Comedy,Romance",Escapist,6.7,1248
tt0014109,movie,movie,1924,"Drama,Romance",Gemixt,7,1492
tt0014142,movie,movie,1923,"Drama,Horror,Romance",Gemixt,7.2,6609
tt0014205,movie,movie,1923,"Comedy,Romance",Escapist,6.3,1150
tt0014341,movie,movie,1923,"Comedy,Romance,Thriller",Gemixt,7.7,13252
tt0014358,movie,movie,1923,"Comedy,Western",Escapist,7.2,6017
tt0014417,movie,movie,1923,Drama,Heavy,7.5,2727
tt0014429,movie,movie,1923,"Comedy,Romance,Thriller",Gemixt,8.1,24303
tt0014497,movie,movie,1923,"Comedy,Drama,Romance",Gemixt,7,1181
tt0014532,movie,movie,1923,"Biography,Drama,History",Heavy,6.8,2878
tt0014538,movie,movie,1923,Comedy,Escapist,7,5629
tt0014586,movie,movie,1924,"Fantasy,Horror",Escapist,6.6,2504
tt0014611,movie,movie,1923,"Adventure,Comedy,Family",Escapist,7.3,2187
tt0014624,movie,movie,1923,"Drama,Romance",Gemixt,6.9,6720
tt0014646,movie,movie,1924,"Adventure,Comedy,Drama",Gemixt,6.3,3063
tt0014900,movie,movie,1924,Comedy,Escapist,6.2,1044
tt0014945,movie,movie,1924,"Comedy,Romance",Escapist,7.7,3881
tt0014972,movie,movie,1924,"Drama,Horror,Romance",Gemixt,7.7,4703
tt0015002,movie,movie,1924,Comedy,Escapist,7.1,1695
tt0015014,movie,movie,1924,"Drama,Mystery,Romance",Gemixt,7.2,1162
tt0015016,movie,movie,1924,"Drama,History,Romance",Gemixt,7.2,2692
tt0015039,movie,movie,1924,Documentary,Heavy,6.9,1284
tt0015064,movie,movie,1924,Drama,Heavy,8,16147
tt0015116,movie,movie,1924,"Comedy,Drama",Gemixt,6.7,1194
tt0015119,movie,movie,1924,Comedy,Escapist,7,1608
tt0015136,movie,movie,1924,"Drama,Romance",Gemixt,7.1,2190
tt0015163,movie,movie,1924,"Action,Adventure,Comedy",Escapist,7.5,11802
tt0015167,movie,movie,1924,"Comedy,Fantasy,Romance",Escapist,6.4,1189
tt0015174,movie,movie,1924,"Adventure,Drama,Fantasy",Gemixt,7.9,5407
tt0015175,movie,movie,1924,"Adventure,Drama,Fantasy",Gemixt,8.1,7080
tt0015202,movie,movie,1924,"Crime,Horror,Mystery",Heavy,7,3732
tt0015214,movie,movie,1925,"Comedy,Sci-Fi",Escapist,7.1,2091
tt0015224,movie,movie,1924,"Adventure,Family,Fantasy",Escapist,7.1,1436
tt0015324,movie,movie,1924,"Action,Comedy,Romance",Escapist,8.1,63594
tt0015361,movie,movie,1925,Drama,Heavy,7.6,9231
tt0015400,movie,movie,1924,"Adventure,Family,Fantasy",Escapist,7.7,7483
tt0015532,movie,movie,1926,"Adventure,Animation,Drama",Gemixt,7.8,7473
tt0015624,movie,movie,1925,"Drama,Romance,War",Gemixt,7.9,7674
tt0015634,movie,movie,1925,"Crime,Drama,Thriller",Heavy,6.2,1283
tt0015648,movie,movie,1925,"Drama,History,Thriller",Heavy,7.9,64041
tt0015768,movie,movie,1925,"Comedy,Drama",Gemixt,7,2556
tt0015772,movie,movie,1925,"Action,Adventure,Comedy",Escapist,6.6,2438
tt0015841,movie,movie,1925,"Comedy,Family,Romance",Escapist,7.5,6435
tt0015842,movie,movie,1925,Drama,Heavy,7,1827
tt0015863,movie,movie,1925,"Comedy,Western",Escapist,7.1,5420
tt0015864,movie,movie,1925,"Adventure,Comedy,Drama",Gemixt,8.1,125925
tt0015873,movie,movie,1925,Documentary,Heavy,7.7,1266
tt0015881,movie,movie,1924,"Drama,Thriller,Western",Heavy,8,11369
tt0016004,movie,movie,1925,Comedy,Escapist,7.2,1488
tt0016028,movie,movie,1925,"Comedy,Drama",Gemixt,6.8,1106
tt0016029,movie,movie,1935,"Comedy,Family,Musical",Escapist,7,2021
tt0016039,movie,movie,1925,"Adventure,Fantasy,Horror",Escapist,6.9,6302
tt0016104,movie,movie,1925,"Drama,Romance",Gemixt,7.2,2710
tt0016123,movie,movie,1925,"Comedy,Horror,Mystery",Escapist,6.2,1468
tt0016220,movie,movie,1925,"Horror,Music",NA,7.5,21527
tt0016230,movie,movie,1925,"Drama,Romance",Gemixt,5.8,3126
tt0016332,movie,movie,1925,"Comedy,Romance",Escapist,7.8,12677
tt0016394,movie,movie,1925,Comedy,Escapist,6.8,1156
tt0016473,movie,movie,1925,"Crime,Drama,Romance",Gemixt,7.1,2445
tt0016481,movie,movie,1925,"Crime,Drama,Romance",Gemixt,7.4,1512
tt0016544,movie,movie,1925,"Adventure,Comedy,Family",Escapist,4.9,1888
tt0016627,movie,movie,1926,"Drama,Romance",Gemixt,7.1,1376
tt0016629,movie,movie,1926,"Horror,Mystery,Thriller",Heavy,6.5,1006
tt0016630,movie,movie,1926,"Comedy,Romance,Sport",Escapist,7,4271
tt0016641,movie,movie,1925,"Action,Adventure,Drama",Gemixt,7.8,8246
tt0016654,movie,movie,1926,"Action,Adventure",Escapist,7,2305
tt0016669,movie,movie,1926,"Drama,Romance",Gemixt,7.2,1750
tt0016690,movie,movie,1926,"Action,Drama,Romance",Gemixt,6.2,1563
tt0016804,movie,movie,1926,"Adventure,Romance",Escapist,7,1016
tt0016822,movie,movie,1926,"Comedy,Romance",Escapist,7,1133
tt0016847,movie,movie,1926,"Drama,Fantasy,Horror",Gemixt,8.1,17769
tt0016884,movie,movie,1926,"Drama,Romance",Gemixt,7.6,4856
tt0016895,movie,movie,1926,"Action,Comedy,Romance",Escapist,7.5,2084
tt0016953,movie,movie,1926,Drama,Heavy,6.6,1064
tt0017048,movie,movie,1926,"Drama,Horror,Thriller",Heavy,7.3,5122
tt0017075,movie,movie,1927,"Crime,Drama,Mystery",Heavy,7.3,14543
tt0017128,movie,movie,1926,Drama,Heavy,7.4,3243
tt0017136,movie,movie,1927,"Drama,Sci-Fi",Heavy,8.3,196973
tt0017196,movie,movie,1926,"Drama,Romance",Gemixt,6.6,1020
tt0017271,movie,movie,1926,"Action,Drama,Mystery",Gemixt,7.6,1309
tt0017350,movie,movie,1926,Drama,Heavy,7.6,2100
tt0017416,movie,movie,1926,"Adventure,Drama,Romance",Gemixt,6.5,2226
tt0017423,movie,movie,1926,Drama,Heavy,7.3,1612
tt0017437,movie,movie,1926,"Adventure,Comedy,Romance",Escapist,6.6,1048
tt0017448,movie,movie,1925,"Comedy,Drama",Gemixt,7.1,2882
tt0017449,movie,movie,1926,"Drama,Romance",Gemixt,6.9,1438
tt0017463,movie,movie,1926,"Drama,Romance,Western",Gemixt,7.5,1651
tt0017534,movie,movie,1927,"Drama,Romance,Sport",Gemixt,6.6,2012
tt0017567,movie,movie,1926,"Drama,Romance,Western",Gemixt,6.9,1038
tt0017668,movie,movie,1927,Documentary,Heavy,7.6,5059
tt0017739,movie,movie,1927,"Comedy,Horror,Mystery",Escapist,7.1,3680
tt0017743,movie,movie,1927,"Adventure,Documentary,Drama",Gemixt,6.8,1218
tt0017765,movie,movie,1927,"Comedy,Drama,Sport",Gemixt,6.9,5766
tt0017825,movie,movie,1927,"Adventure,Drama,Thriller",Gemixt,6,3378
tt0017843,movie,movie,1928,"Drama,Romance,Thriller",Gemixt,5.4,3261
tt0017925,movie,movie,1926,"Action,Adventure,Comedy",Escapist,8.1,104136
tt0017938,movie,movie,1927,"Drama,Romance",Gemixt,6.9,1010
tt0017961,movie,movie,1935,"Comedy,Drama",Gemixt,7.3,1248
tt0018033,movie,movie,1927,"Comedy,Romance",Escapist,7.2,3872
tt0018037,movie,movie,1927,"Drama,Music,Musical",Heavy,6.4,11673
tt0018051,movie,movie,1927,"Comedy,Drama,Family",Gemixt,7.6,5147
tt0018054,movie,movie,1927,"Biography,Drama,Family",Gemixt,7.3,2590
tt0018066,movie,movie,1927,Drama,Heavy,7.3,1949
tt0018097,movie,movie,1927,"Horror,Mystery,Thriller",Heavy,6.7,1548
tt0018107,movie,movie,1927,"Drama,Romance",Gemixt,6.8,1272
tt0018192,movie,movie,1927,"Biography,Drama,History",Heavy,8.2,9551
tt0018217,movie,movie,1928,"Drama,History",Heavy,7.4,8876
tt0018311,movie,movie,1927,"Comedy,Romance",Escapist,6.8,1558
tt0018328,movie,movie,1927,"Drama,Romance,Sport",Gemixt,6.1,4209
tt0018379,movie,movie,1927,"Drama,Romance",Gemixt,7.5,4514
tt0018440,movie,movie,1927,Comedy,Escapist,6.4,1119
tt0018451,movie,movie,1927,"Drama,Romance",Gemixt,7.5,1774
tt0018455,movie,movie,1927,"Drama,Romance",Gemixt,8.1,55899
tt0018471,movie,movie,1926,"Comedy,Drama,Romance",Gemixt,7.1,1700
tt0018505,movie,movie,1927,"Comedy,Drama",Gemixt,7.3,1414
tt0018515,movie,movie,1927,"Adventure,Comedy,Romance",Escapist,6.6,1232
tt0018526,movie,movie,1927,"Crime,Drama,Film-Noir",Heavy,7.5,3772
tt0018528,movie,movie,1927,"Drama,Horror,Romance",Gemixt,7.7,9978
tt0018578,movie,movie,1927,"Action,Drama,Romance",Gemixt,7.5,15738
tt0018618,movie,movie,1928,"Crime,Drama,Romance",Gemixt,6.2,1237
tt0018684,movie,movie,1928,"Adventure,Crime,Drama",Gemixt,7.4,1468
tt0018737,movie,movie,1929,"Crime,Drama,Romance",Gemixt,7.7,12639
tt0018742,movie,movie,1928,"Comedy,Drama,Family",Gemixt,8,14165
tt0018756,movie,movie,1928,Comedy,Escapist,5.4,2905
tt0018770,movie,movie,1928,"Drama,Fantasy,Horror",Gemixt,7.2,4893
tt0018773,movie,movie,1928,"Comedy,Family,Romance",Escapist,8.1,37856
tt0018806,movie,movie,1928,"Drama,Romance",Gemixt,8,9793
tt0018839,movie,movie,1928,"Crime,Drama,Film-Noir",Heavy,7.5,5375
tt0018876,movie,movie,1928,"Comedy,Drama,Romance",Gemixt,5.8,3339
tt0018909,movie,movie,1928,"Drama,War",Heavy,7.2,1002
tt0019071,movie,movie,1928,"Drama,Romance,War",Gemixt,7.9,4911
tt0019074,movie,movie,1928,"Drama,Romance",Gemixt,7.5,2270
tt0019096,movie,movie,1928,"Crime,Drama,Music",Heavy,5.6,1033
tt0019109,movie,movie,1928,"Comedy,Drama,Romance",Gemixt,7.7,2836
tt0019130,movie,movie,1928,"Drama,Horror,Mystery",Heavy,7.6,8889
tt0019195,movie,movie,1928,"Drama,Romance",Gemixt,7.2,1528
tt0019237,movie,movie,1928,Drama,Heavy,6.7,2135
tt0019254,movie,movie,1928,"Biography,Drama,History",Heavy,8.1,66399
tt0019258,movie,movie,1928,"Comedy,Drama,Romance",Gemixt,7.4,2886
tt0019286,movie,movie,1928,"Drama,War",Heavy,7,2454
tt0019304,movie,movie,1928,"Crime,Drama,Film-Noir",Heavy,6.6,1789
tt0019344,movie,movie,1928,Drama,Heavy,7.2,2961
tt0019379,movie,movie,1928,"Comedy,Romance",Escapist,7.6,4179
tt0019400,movie,movie,1928,"Comedy,Romance,Sport",Escapist,6.3,1090
tt0019412,movie,movie,1928,"Action,Comedy,Family",Escapist,7.6,4672
tt0019415,movie,movie,1928,"Romance,Thriller",Gemixt,7.5,4228
tt0019421,movie,movie,1928,"Action,Comedy,Drama",Gemixt,7.8,17153
tt0019429,movie,movie,1928,Drama,Heavy,7.3,2747
tt0019558,movie,movie,1928,Drama,Heavy,7.3,2006
tt0019563,movie,movie,1928,"Drama,Horror,Mystery",Heavy,7.2,2085
tt0019574,movie,movie,1928,"Drama,Romance",Gemixt,6.8,1065
tt0019585,movie,movie,1928,"Drama,Romance,Thriller",Gemixt,8,7628
tt0019591,movie,movie,1928,Drama,Heavy,7.1,1827
tt0019611,movie,movie,1928,"Drama,Fantasy",Gemixt,7.1,1251
tt0019630,movie,movie,1929,"Action,Crime,Romance",Gemixt,5.6,1059
tt0019644,movie,movie,1929,"Drama,Musical,Romance",Gemixt,7.1,1574
tt0019646,movie,movie,1928,"Drama,Romance",Gemixt,7.5,1226
tt0019649,movie,movie,1929,"Drama,War",Heavy,7.2,2473
tt0019655,movie,movie,1929,"Crime,Drama,Romance",Gemixt,7.4,1800
tt0019702,movie,movie,1929,"Crime,Drama,Mystery",Heavy,6.9,13120
tt0019729,movie,movie,1929,"Drama,Musical,Romance",Gemixt,5.5,8730
tt0019735,movie,movie,1929,"Crime,Drama,Mystery",Heavy,6.3,1432
tt0019745,movie,movie,1929,"Crime,Drama,Mystery",Heavy,5.9,1114
tt0019760,movie,movie,1929,Documentary,Heavy,8.3,29669
tt0019777,movie,movie,1929,"Comedy,Musical,Romance",Escapist,6.8,8628
tt0019788,movie,movie,1929,"Drama,Romance",Gemixt,5.5,2466
tt0019811,movie,movie,1929,Drama,Heavy,6.7,1283
tt0019823,movie,movie,1929,"Biography,Drama,History",Heavy,6.1,1519
tt0019824,movie,movie,1928,"Drama,History,Romance",Gemixt,6.1,1019
tt0019901,movie,movie,1929,"Adventure,Comedy,Drama",Gemixt,7.3,4119
tt0019946,movie,movie,1929,"Drama,Music,Romance",Gemixt,6,1089
tt0019959,movie,movie,1929,"Drama,Musical",Heavy,6.7,2154
tt0019976,movie,movie,1929,"Drama,Western",Heavy,7.2,1126
tt0019993,movie,movie,1929,"Comedy,Music",Escapist,5.7,2465
tt0020018,movie,movie,1928,"Drama,Western",Heavy,5.5,1448
tt0020030,movie,movie,1929,"Adventure,Drama,History",Gemixt,7,1494
tt0020062,movie,movie,1929,"Drama,Romance",Gemixt,6.8,1323
tt0020112,movie,movie,1929,"Comedy,Musical,Romance",Escapist,7,2802
tt0020122,movie,movie,1929,"Drama,Romance",Gemixt,7.6,1654
tt0020142,movie,movie,1929,"Drama,Romance",Gemixt,6.2,3527
tt0020143,movie,movie,1929,"Drama,Musical,Romance",Gemixt,6.1,1303
tt0020163,movie,movie,1930,"Comedy,Drama,Romance",Gemixt,7.3,3842
tt0020223,movie,movie,1928,"Drama,War",Heavy,6.6,1023
tt0020247,movie,movie,1929,"Comedy,Drama,Romance",Gemixt,6.2,1016
tt0020269,movie,movie,1929,"Crime,Drama",Heavy,7.1,2027
tt0020286,movie,movie,1929,"Adventure,Drama,Romance",Gemixt,6.5,1102
tt0020298,movie,movie,1929,Drama,Heavy,7.1,3458
tt0020442,movie,movie,1929,Comedy,Escapist,6.9,2717
tt0020451,movie,movie,1929,Drama,Heavy,7.2,1822
tt0020475,movie,movie,1929,Drama,Heavy,7.8,5067
tt0020499,movie,movie,1929,"Crime,Drama,Film-Noir",Heavy,6.5,1012
tt0020514,movie,movie,1929,"Drama,Romance",Gemixt,6.4,1489
tt0020570,movie,movie,1929,"Action,Adventure,Drama",Gemixt,7.3,1181
tt0020620,movie,movie,1930,"Biography,Drama,War",Heavy,5.7,1827
tt0020629,movie,movie,1930,"Drama,War",Heavy,8.1,70783
tt0020640,movie,movie,1930,"Comedy,Family,Musical",Escapist,7.4,15832
tt0020641,movie,movie,1930,"Drama,Romance",Gemixt,6.5,3732
tt0020668,movie,movie,1930,"Crime,Drama,Horror",Heavy,6.3,1382
tt0020686,movie,movie,1930,"Crime,Drama,Thriller",Heavy,7.1,2817
tt0020691,movie,movie,1930,"Adventure,Drama,Romance",Gemixt,7.2,4943
tt0020697,movie,movie,1930,"Drama,Music,Romance",Gemixt,7.6,17231
tt0020768,movie,movie,1930,"Drama,Romance",Gemixt,7.7,3978
tt0020793,movie,movie,1930,"Crime,Drama",Heavy,7.5,1308
tt0020815,movie,movie,1930,"Action,Drama,War",Gemixt,7.1,2180
tt0020827,movie,movie,1930,"Drama,Romance",Gemixt,6.7,3915
tt0020836,movie,movie,1930,"Crime,Drama",Heavy,6.5,1472
tt0020876,movie,movie,1930,"Adventure,Comedy,Family",Escapist,6.7,1255
tt0020891,movie,movie,1930,"Drama,Musical,Mystery",Heavy,6,1437
tt0020902,movie,movie,1930,"Comedy,Musical",Escapist,5.5,1085
tt0020960,movie,movie,1930,"Drama,War",Heavy,7.3,6409
tt0021015,movie,movie,1930,"Comedy,Drama",Gemixt,4.6,2737
tt0021025,movie,movie,1930,"Animation,Comedy,Musical",Escapist,6.7,1798
tt0021040,movie,movie,1930,"Drama,Romance",Gemixt,6.7,1799
tt0021079,movie,movie,1931,"Action,Crime,Drama",Gemixt,7.2,15303
tt0021106,movie,movie,1930,"Comedy,Drama,Musical",Gemixt,6.3,1388
tt0021128,movie,movie,1931,"Drama,Mystery,Thriller",Heavy,5.7,1093
tt0021148,movie,movie,1930,"Comedy,Drama",Gemixt,6.7,1988
tt0021153,movie,movie,1930,"Comedy,Musical,Romance",Escapist,6.6,1562
tt0021156,movie,movie,1930,"Drama,Romance",Gemixt,7,8104
tt0021165,movie,movie,1930,"Crime,Drama,Mystery",Heavy,6.3,7575
tt0021189,movie,movie,1930,"Comedy,Romance",Escapist,5.8,1172
tt0021281,movie,movie,1930,"Adventure,Crime,Drama",Gemixt,6.4,1175
tt0021309,movie,movie,1937,"Adventure,Animation,Comedy",Escapist,7.6,1704
tt0021310,movie,movie,1930,"Drama,Romance",Gemixt,5.7,1116
tt0021331,movie,movie,1932,Fantasy,Escapist,7.2,7826
tt0021375,movie,movie,1930,Documentary,Heavy,6.8,1146
tt0021406,movie,movie,1930,"Crime,Drama",Heavy,6.9,1060
tt0021409,movie,movie,1930,"Comedy,Drama,Musical",Gemixt,7,2621
tt0021505,movie,movie,1930,"Crime,Drama,Romance",Gemixt,6.7,1498
tt0021508,movie,movie,1930,"Comedy,Crime,Drama",Gemixt,5.9,1458
tt0021542,movie,movie,1930,"Drama,Romance,War",Gemixt,7.3,2671
tt0021549,movie,movie,1930,"Comedy,Musical,Romance",Escapist,6.3,1273
tt0021571,movie,movie,1930,Drama,Heavy,7.2,6804
tt0021577,movie,movie,1930,"Comedy,Drama",Gemixt,7.2,15431
tt0021607,movie,movie,1931,"Crime,Drama,Romance",Gemixt,6.4,1037
tt0021622,movie,movie,1931,Drama,Heavy,6.2,2154
tt0021633,movie,movie,1931,"Comedy,Drama,Romance",Gemixt,6.4,1324
tt0021635,movie,movie,1931,"Drama,Romance",Gemixt,6.4,1784
tt0021636,movie,movie,1931,Drama,Heavy,6.1,1634
tt0021668,movie,movie,1931,"Crime,Mystery,Thriller",Heavy,6.6,1807
tt0021673,movie,movie,1931,"Comedy,Crime,Drama",Gemixt,7.1,2514
tt0021730,movie,movie,1931,"Drama,Family,Sport",Gemixt,7.2,3864
tt0021739,movie,movie,1931,"Crime,Drama,Romance",Gemixt,7.5,5196
tt0021746,movie,movie,1931,"Drama,Western",Heavy,5.8,7473
tt0021749,movie,movie,1931,"Comedy,Drama,Romance",Gemixt,8.5,209854
tt0021750,movie,movie,1931,"Crime,Drama,Film-Noir",Heavy,7,2031
tt0021770,movie,movie,1931,"Crime,Drama,Romance",Gemixt,6.9,1553
tt0021778,movie,movie,1931,"Crime,Drama,Romance",Gemixt,6.3,1372
tt0021800,movie,movie,1931,"Drama,Romance,War",Gemixt,7.2,3448
tt0021814,movie,movie,1931,"Drama,Fantasy,Horror",Gemixt,7.3,62870
tt0021815,movie,movie,1931,"Drama,Fantasy,Horror",Gemixt,7,5477
tt0021818,movie,movie,1931,"Comedy,Crime,Drama",Gemixt,7.2,2677
tt0021873,movie,movie,1931,"Crime,Drama",Heavy,7.3,2730
tt0021874,movie,movie,1931,"Drama,Romance",Gemixt,6.4,1503
tt0021884,movie,movie,1931,"Drama,Horror,Sci-Fi",Heavy,7.7,84645
tt0021885,movie,movie,1931,"Crime,Drama,Romance",Gemixt,6.6,3137
tt0021890,movie,movie,1931,"Comedy,Crime,Drama",Gemixt,6.7,3735
tt0021933,movie,movie,1931,"Crime,Drama",Heavy,6.9,1101
tt0021985,movie,movie,1931,Comedy,Escapist,7.7,1837
tt0021992,movie,movie,1931,"Drama,Romance",Gemixt,6.1,1259
tt0022000,movie,movie,1931,"Comedy,Musical,Romance",Escapist,6.2,1603
tt0022017,movie,movie,1931,"Drama,Thriller",Heavy,7.5,1953
tt0022054,movie,movie,1931,Drama,Heavy,6.9,1431
tt0022074,movie,movie,1931,"Comedy,Musical,Romance",Escapist,7.1,4292
tt0022080,movie,movie,1931,"Drama,Romance",Gemixt,7,3148
tt0022100,movie,movie,1931,"Crime,Mystery,Thriller",Heavy,8.3,179334
tt0022111,movie,movie,1931,"Crime,Drama,Film-Noir",Heavy,6.8,3511
tt0022119,movie,movie,1931,"Drama,Romance",Gemixt,6.1,1144
